activity_year,census_tract,manufactured_home_secured_proper,manufactured_home_land_property_,race,age,white_pop,census_income,loan_outcome,FIPS
2018,6037543305,1,1,2,5,22.370003,73.457993,1,06037543305
2018,6037543305,2,3,3,5,22.370003,73.457993,3,06037543305
2018,6037543305,2,3,2,4,22.370003,73.457993,3,06037543305
2018,6037543306,2,3,3,3,9.7799988,100.485,3,06037543306
2018,6037543306,2,3,1,2,9.7799988,100.485,3,06037543306
2018,6037543306,2,3,3,4,9.7799988,100.485,3,06037543306
2018,6037543306,2,3,3,2,9.7799988,100.485,3,06037543306
2018,6037543306,2,3,4,3,9.7799988,100.485,3,06037543306
2018,6037543306,2,3,3,4,9.7799988,100.485,2,06037543306
2018,6037543306,2,3,3,3,9.7799988,100.485,2,06037543306
2018,6037543306,2,3,4,5,9.7799988,100.485,2,06037543306
2018,6037543306,2,3,3,4,9.7799988,100.485,3,06037543306
2018,6037543306,2,3,3,2,9.7799988,100.485,3,06037543306
2018,6037543321,2,3,4,5,9.4499969,109.494,2,06037543321
2018,6037543321,2,3,1,5,9.4499969,109.494,1,06037543321
2018,6037543321,2,3,3,7,9.4499969,109.494,3,06037543321
2018,6037543321,2,3,1,6,9.4499969,109.494,1,06037543321
2018,6037543321,2,3,1,6,9.4499969,109.494,3,06037543321
2018,6037543321,2,3,3,2,9.4499969,109.494,3,06037543321
2018,6037543321,2,3,2,5,9.4499969,109.494,2,06037543321
2018,6037543321,2,3,4,5,9.4499969,109.494,2,06037543321
2018,6037543321,2,3,4,5,9.4499969,109.494,2,06037543321
2018,6037543321,2,3,2,6,9.4499969,109.494,2,06037543321
2018,6037543321,2,3,3,4,9.4499969,109.494,3,06037543321
2018,6037543321,2,3,4,6,9.4499969,109.494,2,06037543321
2018,6037543321,2,3,1,6,9.4499969,109.494,2,06037543321
2018,6037543501,2,3,3,1,9.7099991,65.141998,2,06037543501
2018,6037543501,2,3,3,5,9.7099991,65.141998,3,06037543501
2018,6037543602,2,3,3,4,13.379997,84.546005,2,06037543602
2018,6037543602,2,3,3,3,13.379997,84.546005,3,06037543602
2018,6037543602,2,3,3,4,13.379997,84.546005,2,06037543602
2018,6037543602,2,3,3,5,13.379997,84.546005,3,06037543602
2018,6037543602,2,3,3,4,13.379997,84.546005,3,06037543602
2018,6037543603,2,3,4,5,32.010002,94.248001,3,06037543603
2018,6037543603,2,3,3,5,32.010002,94.248001,3,06037543603
2018,6037543603,2,3,4,5,32.010002,94.248001,2,06037543603
2018,6037543603,2,3,2,5,32.010002,94.248001,3,06037543603
2018,6037543603,2,3,4,5,32.010002,94.248001,3,06037543603
2018,6037543603,2,3,2,5,32.010002,94.248001,2,06037543603
2018,6037543603,2,3,3,5,32.010002,94.248001,3,06037543603
2018,6037543603,2,3,4,5,32.010002,94.248001,3,06037543603
2018,6037543603,2,3,3,5,32.010002,94.248001,2,06037543603
2018,6037543603,2,1,3,5,32.010002,94.248001,3,06037543603
2018,6037543603,2,3,1,5,32.010002,94.248001,3,06037543603
2018,6037543603,2,3,1,6,32.010002,94.248001,1,06037543603
2018,6037543603,2,3,4,5,32.010002,94.248001,3,06037543603
2018,6037543604,2,3,3,4,9.9400024,101.178,3,06037543604
2018,6037543801,2,3,3,1,12.260002,80.388,2,06037543801
2018,6037543801,2,3,3,4,12.260002,80.388,2,06037543801
2018,6037543801,2,3,3,3,12.260002,80.388,2,06037543801
2018,6037543801,2,3,3,3,12.260002,80.388,2,06037543801
2018,6037543801,2,3,3,3,12.260002,80.388,2,06037543801
2018,6037543801,2,3,3,3,12.260002,80.388,3,06037543801
2018,6037543801,2,3,3,1,12.260002,80.388,2,06037543801
2018,6037543801,2,3,4,5,12.260002,80.388,3,06037543801
2018,6037543801,2,3,3,3,12.260002,80.388,3,06037543801
2018,6037543801,2,3,3,3,12.260002,80.388,2,06037543801
2018,6037543802,2,3,3,3,3.9100037,88.011002,3,06037543802
2018,6037543903,2,3,3,1,9.5800018,86.625,3,06037543903
2018,6037543903,2,3,4,3,9.5800018,86.625,3,06037543903
2018,6037543903,2,3,3,4,9.5800018,86.625,3,06037543903
2018,6037543903,2,3,3,3,9.5800018,86.625,3,06037543903
2018,6037543903,2,3,3,3,9.5800018,86.625,2,06037543903
2018,6037543903,2,3,3,3,9.5800018,86.625,3,06037543903
2018,6037550100,2,3,3,4,7.5199966,81.773994,3,06037550100
2018,6037550202,2,3,3,4,13.419998,66.528,3,06037550202
2018,6037550202,2,3,3,4,13.419998,66.528,2,06037550202
2018,6037552001,2,3,3,4,12.43,74.151001,3,06037552001
2018,6037552200,2,3,3,5,4.3799973,47.124001,2,06037552200
2018,6037552200,2,1,1,6,4.3799973,47.124001,2,06037552200
2018,6037552200,2,3,3,5,4.3799973,47.124001,3,06037552200
2018,6037552200,2,3,3,4,4.3799973,47.124001,3,06037552200
2018,6037553100,2,3,1,5,24.389999,71.378998,2,06037553100
2018,6037553300,2,3,1,3,20.129997,66.528,3,06037553300
2018,6037553300,2,3,1,3,20.129997,66.528,2,06037553300
2018,6037553300,2,3,3,5,20.129997,66.528,3,06037553300
2018,6037553300,2,3,1,3,20.129997,66.528,2,06037553300
2018,6037553400,2,3,3,4,8.5699997,62.369999,3,06037553400
2018,6037553502,2,3,3,5,6.6399994,54.747002,2,06037553502
2018,6037553502,2,3,1,5,6.6399994,54.747002,2,06037553502
2018,6037553502,2,3,3,4,6.6399994,54.747002,2,06037553502
2018,6037553503,2,3,3,3,4.25,56.132999,3,06037553503
2018,6037553601,2,3,3,4,4.7799988,60.291,3,06037553601
2018,6037553701,2,3,3,2,2.0400009,46.431,3,06037553701
2018,6037553701,2,3,3,7,2.0400009,46.431,2,06037553701
2018,6037553701,2,3,3,2,2.0400009,46.431,3,06037553701
2018,6037553701,2,3,3,4,2.0400009,46.431,3,06037553701
2018,6037553701,2,3,3,1,2.0400009,46.431,3,06037553701
2018,6037553701,2,3,3,7,2.0400009,46.431,3,06037553701
2018,6037553701,2,3,3,3,2.0400009,46.431,2,06037553701
2018,6037553702,2,3,3,4,.55999756,43.659,2,06037553702
2018,6037553702,2,3,3,4,.55999756,43.659,2,06037553702
2018,6037553702,2,3,3,3,.55999756,43.659,3,06037553702
2018,6037553801,2,3,3,6,3.1200027,49.202999,3,06037553801
2018,6037553802,2,3,3,3,6.1500015,40.886997,3,06037553802
2018,6037553802,2,3,3,2,6.1500015,40.886997,2,06037553802
2018,6037553802,2,3,3,2,6.1500015,40.886997,3,06037553802
2018,6037553802,2,3,3,2,6.1500015,40.886997,3,06037553802
2018,6037553802,2,3,3,3,6.1500015,40.886997,3,06037553802
2018,6037553802,2,3,3,6,6.1500015,40.886997,3,06037553802
2018,6037553802,2,3,3,2,6.1500015,40.886997,2,06037553802
2018,6037553802,2,3,3,3,6.1500015,40.886997,2,06037553802
2018,6037553802,2,3,3,3,6.1500015,40.886997,3,06037553802
2018,6037553802,2,3,3,4,6.1500015,40.886997,2,06037553802
2018,6037553802,2,3,2,4,6.1500015,40.886997,2,06037553802
2018,6037553802,2,3,3,5,6.1500015,40.886997,3,06037553802
2018,6037553802,2,3,3,1,6.1500015,40.886997,3,06037553802
2018,6037553802,2,3,3,5,6.1500015,40.886997,2,06037553802
2018,6037553802,2,3,3,2,6.1500015,40.886997,3,06037553802
2018,6037553802,2,3,2,6,6.1500015,40.886997,3,06037553802
2018,6037553902,2,1,3,3,9.1100006,46.431,2,06037553902
2018,6037553902,2,3,3,2,9.1100006,46.431,3,06037553902
2018,6037553902,2,3,3,3,9.1100006,46.431,3,06037553902
2018,6037553902,2,3,3,4,9.1100006,46.431,3,06037553902
2018,6037553902,2,3,3,3,9.1100006,46.431,3,06037553902
2018,6037553902,2,3,3,3,9.1100006,46.431,2,06037553902
2018,6037553902,2,3,3,4,9.1100006,46.431,2,06037553902
2018,6037553902,2,3,3,1,9.1100006,46.431,3,06037553902
2018,6037553902,2,3,4,3,9.1100006,46.431,3,06037553902
2018,6037554001,2,3,3,5,17.860001,67.914001,3,06037554001
2018,6037554301,2,3,3,2,9.5199966,50.589001,2,06037554301
2018,6037554301,2,3,3,4,9.5199966,50.589001,3,06037554301
2018,6037554301,2,3,3,2,9.5199966,50.589001,3,06037554301
2018,6037554301,2,3,3,4,9.5199966,50.589001,2,06037554301
2018,6037554301,2,3,2,5,9.5199966,50.589001,3,06037554301
2018,6037554301,2,3,3,4,9.5199966,50.589001,3,06037554301
2018,6037554302,2,3,3,3,6.6399994,54.747002,3,06037554302
2018,6037554403,2,3,1,4,13.489998,40.886997,3,06037554403
2018,6037554600,2,3,4,7,14.529999,56.132999,2,06037554600
2018,6037554600,2,3,3,4,14.529999,56.132999,3,06037554600
2018,6037554600,2,3,3,5,14.529999,56.132999,3,06037554600
2018,6037554900,2,3,3,2,22.480003,68.607002,2,06037554900
2018,6037554900,2,3,3,5,22.480003,68.607002,3,06037554900
2018,6037554900,2,3,3,4,22.480003,68.607002,3,06037554900
2018,6037554900,2,3,3,4,22.480003,68.607002,3,06037554900
2018,6037555001,2,3,4,4,18.830002,69.992996,3,06037555001
2018,6037555001,2,3,4,4,18.830002,69.992996,3,06037555001
2018,6037555212,2,3,1,6,11.129997,42.966,3,06037555212
2018,6037555212,2,3,1,7,11.129997,42.966,2,06037555212
2018,6037570301,2,3,3,2,7.1800003,45.044998,2,06037570301
2018,6037570301,2,3,2,2,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,3,5,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,3,5,7.1800003,45.044998,2,06037570301
2018,6037570301,2,3,2,2,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,1,4,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,3,2,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,3,3,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,3,2,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,3,2,7.1800003,45.044998,2,06037570301
2018,6037570301,2,3,3,2,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,1,3,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,3,5,7.1800003,45.044998,2,06037570301
2018,6037570301,2,3,3,2,7.1800003,45.044998,3,06037570301
2018,6037570301,2,3,3,2,7.1800003,45.044998,2,06037570301
2018,6037570301,2,3,3,3,7.1800003,45.044998,3,06037570301
2018,6037570304,2,3,1,5,5.7300034,40.886997,3,06037570304
2018,6037570403,2,3,3,3,1.3899994,45.044998,3,06037570403
2018,6037570603,2,3,1,5,7.3499985,31.184999,2,06037570603
2018,6037570603,2,3,3,3,7.3499985,31.184999,3,06037570603
2018,6037570603,2,3,3,4,7.3499985,31.184999,3,06037570603
2018,6037571502,2,3,3,3,21.900002,71.378998,3,06037571502
2018,6037571502,2,3,3,2,21.900002,71.378998,3,06037571502
2018,6037571502,2,3,3,3,21.900002,71.378998,2,06037571502
2018,6037571502,2,3,3,2,21.900002,71.378998,3,06037571502
2018,6037571502,2,3,3,3,21.900002,71.378998,2,06037571502
2018,6037571502,2,3,2,5,21.900002,71.378998,3,06037571502
2018,6037571701,2,3,3,6,8.1299973,49.202999,2,06037571701
2018,6037571701,2,3,1,5,8.1299973,49.202999,3,06037571701
2018,6037571701,2,3,2,5,8.1299973,49.202999,3,06037571701
2018,6037571701,2,3,1,5,8.1299973,49.202999,3,06037571701
2018,6037571701,2,3,2,4,8.1299973,49.202999,3,06037571701
2018,6037571701,2,3,3,6,8.1299973,49.202999,2,06037571701
2018,6037571701,2,3,3,1,8.1299973,49.202999,3,06037571701
2018,6037571701,2,3,1,5,8.1299973,49.202999,2,06037571701
2018,6037571701,2,3,2,4,8.1299973,49.202999,3,06037571701
2018,6037571701,2,3,3,6,8.1299973,49.202999,2,06037571701
2018,6037572500,1,1,4,3,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,1,2,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,1,2,9.7399979,33.264,2,06037572500
2018,6037572500,1,1,3,4,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,2,2,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,3,4,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,1,5,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,3,3,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,3,4,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,1,4,9.7399979,33.264,2,06037572500
2018,6037572500,2,3,3,6,9.7399979,33.264,3,06037572500
2018,6037572500,1,1,3,4,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,4,5,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,4,5,9.7399979,33.264,3,06037572500
2018,6037572500,1,1,1,3,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,1,2,9.7399979,33.264,2,06037572500
2018,6037572500,1,1,1,3,9.7399979,33.264,2,06037572500
2018,6037572500,1,1,2,5,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,4,5,9.7399979,33.264,3,06037572500
2018,6037572500,1,1,3,3,9.7399979,33.264,3,06037572500
2018,6037572500,1,1,1,5,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,1,5,9.7399979,33.264,1,06037572500
2018,6037572500,1,1,2,4,9.7399979,33.264,2,06037572500
2018,6037577602,2,3,1,6,73.739998,113.652,3,06037577602
2018,6037577602,2,3,1,5,73.739998,113.652,3,06037577602
2018,6037577602,2,3,1,5,73.739998,113.652,2,06037577602
2018,6037577602,2,3,1,5,73.739998,113.652,2,06037577602
2018,6037577602,2,3,3,3,73.739998,113.652,2,06037577602
2018,6037602504,2,3,3,2,4.6699982,40.194,3,06037602504
2018,6037602507,2,3,3,2,4.6500015,47.817001,3,06037602507
2018,6037602900,2,3,3,5,7.0400009,40.886997,3,06037602900
2018,6037603200,2,3,3,2,6.3499985,86.625,2,06037603200
2018,6037603200,2,3,3,2,6.3499985,86.625,3,06037603200
2018,6037603200,2,3,3,2,6.3499985,86.625,3,06037603200
2018,6037603200,2,3,3,4,6.3499985,86.625,3,06037603200
2018,6037603302,2,3,4,2,10.459999,58.211998,3,06037603302
2018,6037603302,2,3,3,4,10.459999,58.211998,3,06037603302
2018,6037603302,2,3,3,3,10.459999,58.211998,3,06037603302
2018,6037603302,2,3,3,2,10.459999,58.211998,2,06037603302
2018,6037603302,2,3,3,6,10.459999,58.211998,3,06037603302
2018,6037603302,2,3,2,5,10.459999,58.211998,2,06037603302
2018,6037621004,2,3,1,2,87.830002,167.70601,2,06037621004
2018,6037650101,2,3,3,2,20.080002,107.41499,3,06037650101
2018,6037650300,2,3,1,5,30.339996,69.300003,2,06037650300
2018,6037650602,2,3,3,4,32.360001,88.011002,3,06037650602
2018,6037650602,2,3,1,6,32.360001,88.011002,2,06037650602
2018,6037650602,2,1,4,2,32.360001,88.011002,2,06037650602
2018,6037650602,2,3,1,5,32.360001,88.011002,2,06037650602
2018,6037650602,2,3,1,5,32.360001,88.011002,3,06037650602
2018,6037650602,2,3,1,5,32.360001,88.011002,2,06037650602
2018,6037650602,2,3,1,6,32.360001,88.011002,2,06037650602
2018,6037650602,2,3,1,5,32.360001,88.011002,3,06037650602
2018,6037650602,2,3,1,5,32.360001,88.011002,2,06037650602
2018,6037650602,2,3,4,5,32.360001,88.011002,3,06037650602
2018,6037650602,2,3,1,5,32.360001,88.011002,3,06037650602
2018,6037650902,1,1,4,4,30.959999,95.634003,1,06037650902
2018,6037651001,2,3,1,3,35.449997,101.178,2,06037651001
2018,6037651001,2,3,1,4,35.449997,101.178,3,06037651001
2018,6037651001,2,3,1,4,35.449997,101.178,2,06037651001
2018,6037651001,2,3,1,2,35.449997,101.178,3,06037651001
2018,6037651001,2,3,3,3,35.449997,101.178,3,06037651001
2018,6037651001,2,3,3,4,35.449997,101.178,3,06037651001
2018,6037651001,2,3,1,4,35.449997,101.178,3,06037651001
2018,6037651101,2,3,1,5,43.57,124.047,3,06037651101
2018,6037651401,2,3,1,5,62.830002,108.801,3,06037651401
2018,6037651401,2,3,1,6,62.830002,108.801,2,06037651401
2018,6037651401,2,3,1,5,62.830002,108.801,3,06037651401
2018,6037651401,2,3,1,5,62.830002,108.801,3,06037651401
2018,6037651401,2,3,4,6,62.830002,108.801,2,06037651401
2018,6037651401,2,3,1,5,62.830002,108.801,3,06037651401
2018,6037670001,1,1,4,6,40.049999,95.634003,3,06037670001
2018,6037670003,2,3,1,6,43.509998,68.607002,3,06037670003
2018,6037670003,2,3,1,5,43.509998,68.607002,3,06037670003
2018,6037670100,2,3,1,7,40.950001,72.071999,2,06037670100
2018,6037670100,2,3,3,3,40.950001,72.071999,2,06037670100
2018,6037670100,2,3,3,3,40.950001,72.071999,3,06037670100
2018,6037702803,2,3,2,3,42.41,76.923004,3,06037702803
2018,6037703001,2,2,1,2,41.09,132.36299,2,06037703001
2018,6037703001,2,3,1,6,41.09,132.36299,3,06037703001
2018,6037800101,2,3,1,3,84.029999,164.241,2,06037800101
2018,6037800101,2,3,1,6,84.029999,164.241,2,06037800101
2018,6037800101,1,1,1,3,84.029999,164.241,3,06037800101
2018,6037800102,1,1,1,5,84.739998,124.74,3,06037800102
2018,6037800102,1,1,1,5,84.739998,124.74,1,06037800102
2018,6037800102,1,1,1,4,84.739998,124.74,2,06037800102
2018,6037800102,1,1,1,5,84.739998,124.74,1,06037800102
2018,6037800102,1,1,1,3,84.739998,124.74,1,06037800102
2018,6037800102,1,1,1,5,84.739998,124.74,3,06037800102
2018,6037800102,1,1,1,3,84.739998,124.74,1,06037800102
2018,6037800102,1,1,1,5,84.739998,124.74,3,06037800102
2018,6037800102,1,1,1,6,84.739998,124.74,3,06037800102
2018,6037800202,2,3,1,2,75.479996,150.38101,2,06037800202
2018,6037800202,2,3,1,3,75.479996,150.38101,3,06037800202
2018,6037800202,2,3,3,4,75.479996,150.38101,2,06037800202
2018,6037800202,2,3,1,3,75.479996,150.38101,3,06037800202
2018,6037800202,2,3,1,3,75.479996,150.38101,2,06037800202
2018,6037800326,1,1,1,6,75.82,151.767,1,06037800326
2018,6037800326,2,3,3,4,75.82,151.767,3,06037800326
2018,6037800326,1,1,1,4,75.82,151.767,3,06037800326
2018,6037800326,1,1,1,5,75.82,151.767,3,06037800326
2018,6037800326,1,1,1,4,75.82,151.767,3,06037800326
2018,6037800326,1,1,3,4,75.82,151.767,3,06037800326
2018,6037800326,2,3,1,4,75.82,151.767,3,06037800326
2018,6037800326,1,1,1,5,75.82,151.767,3,06037800326
2018,6037800326,1,1,1,2,75.82,151.767,1,06037800326
2018,6037800326,1,1,1,5,75.82,151.767,1,06037800326
2018,6037800326,1,1,3,4,75.82,151.767,1,06037800326
2018,6037800326,1,1,1,5,75.82,151.767,3,06037800326
2018,6037800326,1,5,4,3,75.82,151.767,3,06037800326
2018,6037800408,2,3,1,6,83.059998,167.70601,1,06037800408
2018,6037800408,2,3,1,4,83.059998,167.70601,3,06037800408
2018,6037800408,2,3,1,4,83.059998,167.70601,3,06037800408
2018,6037800408,2,3,1,3,83.059998,167.70601,2,06037800408
2018,6037800408,2,3,1,4,83.059998,167.70601,3,06037800408
2018,6037800408,2,3,1,6,83.059998,167.70601,1,06037800408
2018,6037800408,2,3,1,4,83.059998,167.70601,3,06037800408
2018,6037900103,2,1,3,5,28.43,40.886997,3,06037900103
2018,6037900103,1,1,1,4,28.43,40.886997,1,06037900103
2018,6037900300,2,3,1,3,32.82,52.667999,2,06037900300
2018,6037900300,1,1,1,1,32.82,52.667999,3,06037900300
2018,6037900300,1,2,3,1,32.82,52.667999,3,06037900300
2018,6037900300,2,3,3,3,32.82,52.667999,3,06037900300
2018,6037900300,2,3,1,3,32.82,52.667999,3,06037900300
2018,6037900300,2,3,3,2,32.82,52.667999,3,06037900300
2018,6037900300,1,1,3,5,32.82,52.667999,1,06037900300
2018,6037900300,2,3,3,5,32.82,52.667999,3,06037900300
2018,6037900506,2,3,3,5,18.690002,47.817001,3,06037900506
2018,6037900507,2,3,3,2,27.290001,44.351997,3,06037900507
2018,6037900507,2,3,3,2,27.290001,44.351997,3,06037900507
2018,6037900507,2,3,1,3,27.290001,44.351997,3,06037900507
2018,6037900507,2,3,3,2,27.290001,44.351997,2,06037900507
2018,6037900507,2,3,3,3,27.290001,44.351997,2,06037900507
2018,6037900507,2,3,4,3,27.290001,44.351997,3,06037900507
2018,6037900507,2,3,1,2,27.290001,44.351997,3,06037900507
2018,6037900507,2,3,4,2,27.290001,44.351997,3,06037900507
2018,6037900507,2,3,3,4,27.290001,44.351997,2,06037900507
2018,6037900507,2,3,3,2,27.290001,44.351997,3,06037900507
2018,6037900507,1,1,3,3,27.290001,44.351997,2,06037900507
2018,6037900507,2,3,4,2,27.290001,44.351997,3,06037900507
2018,6037900507,2,3,3,3,27.290001,44.351997,2,06037900507
2018,6037900507,2,3,1,1,27.290001,44.351997,2,06037900507
2018,6037900507,2,3,3,1,27.290001,44.351997,3,06037900507
2018,6037900602,2,3,3,2,23.660004,38.115002,3,06037900602
2018,6037900602,2,3,3,5,23.660004,38.115002,3,06037900602
2018,6037900602,2,3,3,1,23.660004,38.115002,3,06037900602
2018,6037900602,2,3,3,5,23.660004,38.115002,2,06037900602
2018,6037900602,2,3,3,5,23.660004,38.115002,3,06037900602
2018,6037900602,2,3,3,2,23.660004,38.115002,2,06037900602
2018,6037900602,2,3,3,5,23.660004,38.115002,3,06037900602
2018,6037900602,2,3,3,4,23.660004,38.115002,2,06037900602
2018,6037900602,2,2,2,2,23.660004,38.115002,3,06037900602
2018,6037900602,2,3,3,5,23.660004,38.115002,3,06037900602
2018,6037900602,2,3,3,1,23.660004,38.115002,3,06037900602
2018,6037900602,2,3,3,1,23.660004,38.115002,3,06037900602
2018,6037900605,2,3,1,2,40.57,48.509998,2,06037900605
2018,6037900605,2,3,2,5,40.57,48.509998,2,06037900605
2018,6037900605,2,3,3,4,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,3,40.57,48.509998,3,06037900605
2018,6037900605,2,3,4,2,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,3,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,3,06037900605
2018,6037900605,2,3,2,5,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,3,40.57,48.509998,3,06037900605
2018,6037900605,2,3,4,1,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,4,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,4,40.57,48.509998,3,06037900605
2018,6037900605,2,3,1,4,40.57,48.509998,2,06037900605
2018,6037900605,2,3,1,7,40.57,48.509998,2,06037900605
2018,6037900605,2,3,3,1,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,3,06037900605
2018,6037900605,2,3,1,4,40.57,48.509998,2,06037900605
2018,6037900605,2,3,3,6,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,4,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,1,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,3,06037900605
2018,6037900605,2,3,1,1,40.57,48.509998,2,06037900605
2018,6037900605,2,3,3,1,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,4,40.57,48.509998,3,06037900605
2018,6037900605,2,3,4,1,40.57,48.509998,2,06037900605
2018,6037900605,2,3,1,7,40.57,48.509998,2,06037900605
2018,6037900605,2,3,1,3,40.57,48.509998,2,06037900605
2018,6037900605,2,3,3,3,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,3,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,1,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,5,40.57,48.509998,2,06037900605
2018,6037900605,2,3,1,7,40.57,48.509998,2,06037900605
2018,6037900605,2,3,1,4,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,1,40.57,48.509998,2,06037900605
2018,6037900605,2,3,3,4,40.57,48.509998,3,06037900605
2018,6037900605,2,3,1,4,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,6,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,2,06037900605
2018,6037900605,2,3,3,3,40.57,48.509998,3,06037900605
2018,6037900605,2,3,3,2,40.57,48.509998,3,06037900605
2018,6037900609,2,3,1,5,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,1,5,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,2,3,19.889999,47.124001,2,06037900609
2018,6037900609,2,3,1,2,19.889999,47.124001,2,06037900609
2018,6037900609,2,3,1,4,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,3,7,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,3,1,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,4,4,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,1,5,19.889999,47.124001,2,06037900609
2018,6037900609,2,3,1,6,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,3,2,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,2,5,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,1,4,19.889999,47.124001,3,06037900609
2018,6037900609,2,3,1,5,19.889999,47.124001,2,06037900609
2018,6037900900,2,2,1,5,68.419998,85.238998,1,06037900900
2018,6037900900,2,3,1,6,68.419998,85.238998,3,06037900900
2018,6037900900,2,3,3,5,68.419998,85.238998,2,06037900900
2018,6037900900,1,1,2,5,68.419998,85.238998,1,06037900900
2018,6037900900,2,3,1,5,68.419998,85.238998,2,06037900900
2018,6037900900,2,3,1,6,68.419998,85.238998,2,06037900900
2018,6037900900,1,1,4,5,68.419998,85.238998,3,06037900900
2018,6037900900,2,3,1,4,68.419998,85.238998,3,06037900900
2018,6037900900,1,1,3,4,68.419998,85.238998,3,06037900900
2018,6037900900,2,3,1,6,68.419998,85.238998,2,06037900900
2018,6037900900,2,3,3,5,68.419998,85.238998,2,06037900900
2018,6037900900,2,3,1,5,68.419998,85.238998,2,06037900900
2018,6037901007,1,1,1,2,59.139999,116.424,3,06037901007
2018,6037901007,1,1,1,2,59.139999,116.424,3,06037901007
2018,6037901101,1,1,1,4,54.93,59.598,1,06037901101
2018,6037901209,1,1,4,6,73.040001,72.071999,1,06037901209
2018,6037901209,1,1,3,6,73.040001,72.071999,2,06037901209
2018,6037901209,1,1,1,4,73.040001,72.071999,3,06037901209
2018,6037901209,2,2,1,5,73.040001,72.071999,1,06037901209
2018,6037901209,1,1,3,3,73.040001,72.071999,1,06037901209
2018,6037901209,1,1,3,3,73.040001,72.071999,2,06037901209
2018,6037901209,1,1,1,4,73.040001,72.071999,3,06037901209
2018,6037901209,1,1,3,4,73.040001,72.071999,1,06037901209
2018,6037901209,1,1,1,6,73.040001,72.071999,1,06037901209
2018,6037901209,1,1,3,4,73.040001,72.071999,1,06037901209
2018,6037901209,1,1,3,4,73.040001,72.071999,3,06037901209
2018,6037901209,1,1,1,3,73.040001,72.071999,1,06037901209
2018,6037910002,1,1,3,5,25.410004,65.834999,3,06037910002
2018,6037910002,1,1,1,2,25.410004,65.834999,2,06037910002
2018,6037910002,1,1,3,4,25.410004,65.834999,2,06037910002
2018,6037910002,1,1,3,5,25.410004,65.834999,3,06037910002
2018,6037910002,1,1,3,2,25.410004,65.834999,2,06037910002
2018,6037910101,2,3,1,2,10.830002,57.518997,3,06037910101
2018,6037910202,1,1,1,4,54.560001,106.722,1,06037910202
2018,6037910202,1,1,4,6,54.560001,106.722,3,06037910202
